Serial Number,Product Category,Product Name,Platform,Launch Price,Current Price,Discount Percentage,Ratings,Reviews Count,Stock Status,Sale Event,Condition,Date,Color,RAM,Storage
189,AirPods,AirPods 3,Reliance Digital,24547,17875,27.18,4.7,17059,Out of Stock,No Sale,Refurbished,2025-12-29,Silver,4GB,256GB
190,AirPods,AirPods 3,Flipkart,119962,114416,4.62,4.2,21545,Out of Stock,No Sale,Refurbished,2026-06-24,Silver,4GB,512GB
191,AirPods,AirPods 3,Flipkart,79668,57922,27.29,5.0,1421,Pre-order,Great Indian Festival,New,2023-03-10,Gold,8GB,1TB
192,AirPods,AirPods 3,Reliance Digital,125614,93656,25.44,4.4,46508,In Stock,Diwali Sale,Refurbished,2026-03-15,Black,36GB,512GB
193,AirPods,AirPods 3,Reliance Digital,196105,162792,16.99,4.2,3907,Low Stock,Republic Day Sale,New,2026-02-14,Space Gray,4GB,512GB
194,AirPods,AirPods 3,Reliance Digital,101511,82816,18.42,4.4,48568,In Stock,Diwali Sale,New,2024-05-08,Space Gray,6GB,512GB
195,AirPods,AirPods 3,Croma,26442,26345,0.36,4.1,30590,In Stock,No Sale,New,2025-10-05,White,24GB,1TB
196,AirPods,AirPods 3,Croma,192214,137228,28.61,4.6,21518,Out of Stock,Great Indian Festival,New,2024-07-26,Blue,6GB,1TB
197,AirPods,AirPods 3,Reliance Digital,202104,181818,10.04,4.6,48474,Pre-order,Big Billion Days,Refurbished,2023-10-14,Space Gray,24GB,128GB
198,AirPods,AirPods 3,Croma,81840,65315,20.19,4.7,24820,Pre-order,No Sale,New,2023-04-02,White,8GB,1TB
199,AirPods,AirPods 3,Reliance Digital,208531,159973,23.29,4.1,21180,Out of Stock,Republic Day Sale,New,2024-09-12,Space Gray,6GB,512GB
200,AirPods,AirPods 3,Croma,292096,262265,10.21,4.6,30749,Pre-order,No Sale,New,2023-04-25,White,16GB,1TB
201,AirPods,AirPods 3,Croma,225783,190153,15.78,4.5,19563,In Stock,Diwali Sale,New,2023-04-20,Silver,24GB,128GB
202,AirPods,AirPods 3,Reliance Digital,128875,111814,13.24,4.6,33453,Out of Stock,Big Billion Days,New,2026-10-08,White,36GB,1TB
203,AirPods,AirPods 3,Croma,64980,64967,0.02,4.2,45467,In Stock,Great Indian Festival,Refurbished,2023-11-26,Black,8GB,128GB
204,AirPods,AirPods 3,Croma,118332,105236,11.07,4.7,2940,In Stock,Big Billion Days,New,2023-04-14,Gold,4GB,256GB
205,AirPods,AirPods 3,Flipkart,90011,87219,3.1,4.5,47831,Out of Stock,Republic Day Sale,New,2025-01-30,White,8GB,1TB
206,AirPods,AirPods 3,Flipkart,346841,337526,2.69,4.3,43281,Out of Stock,Diwali Sale,Refurbished,2025-10-11,Black,4GB,1TB
207,AirPods,AirPods 3,Amazon,51106,44565,12.8,4.7,2925,Out of Stock,Great Indian Festival,New,2023-11-04,Midnight,6GB,1TB
208,AirPods,AirPods 3,Reliance Digital,236522,195070,17.53,4.8,36576,Out of Stock,Diwali Sale,Refurbished,2023-02-22,White,24GB,128GB
209,AirPods,AirPods 3,Reliance Digital,313828,264961,15.57,5.0,24350,Low Stock,Big Billion Days,New,2025-08-31,Black,4GB,128GB
210,AirPods,AirPods 3,Croma,140352,139936,0.3,4.7,42732,In Stock,Republic Day Sale,New,2023-12-27,Black,4GB,256GB
211,AirPods,AirPods 3,Croma,307624,307063,0.18,4.0,45316,Pre-order,Diwali Sale,Refurbished,2025-05-26,White,16GB,256GB
212,AirPods,AirPods 3,Croma,249059,198199,20.42,4.5,32469,In Stock,Republic Day Sale,New,2025-04-19,White,24GB,1TB
213,AirPods,AirPods 3,Reliance Digital,10688,10577,1.03,4.2,30537,Low Stock,Republic Day Sale,New,2023-01-05,Pink,6GB,512GB
214,AirPods,AirPods 3,Croma,131906,123482,6.39,4.3,4561,Pre-order,Diwali Sale,Refurbished,2025-10-09,Pink,6GB,256GB
215,AirPods,AirPods 3,Flipkart,82490,77427,6.14,4.2,13346,Low Stock,No Sale,New,2024-02-02,Titanium,36GB,1TB
216,AirPods,AirPods 3,Flipkart,229980,178265,22.49,4.8,20671,Low Stock,No Sale,New,2026-02-04,Titanium,4GB,128GB
217,AirPods,AirPods 3,Reliance Digital,239014,190242,20.41,4.1,531,Pre-order,Diwali Sale,New,2026-10-07,Gold,16GB,512GB
218,AirPods,AirPods 3,Flipkart,26776,19141,28.51,4.9,10229,Low Stock,Big Billion Days,Refurbished,2024-05-26,Purple,16GB,1TB
219,AirPods,AirPods 3,Amazon,264580,190665,27.94,4.0,27204,Low Stock,Great Indian Festival,Refurbished,2026-11-22,Gold,36GB,1TB
220,AirPods,AirPods 3,Flipkart,26932,26327,2.24,4.7,9277,Out of Stock,Big Billion Days,Refurbished,2024-04-11,Space Gray,16GB,1TB
221,AirPods,AirPods 3,Amazon,160484,119576,25.49,4.3,34599,Out of Stock,Big Billion Days,New,2023-12-28,Titanium,4GB,256GB
222,AirPods,AirPods 3,Reliance Digital,318786,281594,11.67,4.8,31882,In Stock,Big Billion Days,Refurbished,2023-03-20,Titanium,4GB,1TB
223,AirPods,AirPods 3,Croma,141404,129580,8.36,4.1,22175,In Stock,Great Indian Festival,New,2024-09-01,Space Gray,8GB,1TB
224,AirPods,AirPods 3,Amazon,200521,166582,16.93,4.4,44903,Out of Stock,Great Indian Festival,New,2025-08-23,Black,6GB,1TB
225,AirPods,AirPods 3,Reliance Digital,72107,70965,1.58,4.7,35241,Low Stock,No Sale,Refurbished,2026-05-04,Midnight,8GB,1TB
226,AirPods,AirPods 3,Amazon,310826,236178,24.02,4.9,20302,Low Stock,Big Billion Days,New,2025-01-20,Purple,24GB,256GB
227,AirPods,AirPods 3,Croma,172098,124622,27.59,4.4,32820,Out of Stock,Big Billion Days,New,2026-01-23,Gold,8GB,1TB
228,AirPods,AirPods 3,Flipkart,228690,182212,20.32,4.6,47590,Low Stock,Diwali Sale,New,2023-08-18,Silver,6GB,128GB
229,AirPods,AirPods 3,Flipkart,145651,124545,14.49,4.1,28240,Low Stock,Republic Day Sale,Refurbished,2024-06-08,Gold,6GB,1TB
230,AirPods,AirPods 3,Reliance Digital,106342,74747,29.71,4.4,49191,Out of Stock,Diwali Sale,New,2026-08-13,Blue,8GB,512GB
231,AirPods,AirPods 4,Flipkart,153261,147458,3.79,4.9,24416,Out of Stock,Republic Day Sale,New,2024-07-29,Gold,16GB,256GB
232,AirPods,AirPods 4,Amazon,66220,50019,24.46,4.7,25094,Out of Stock,Great Indian Festival,New,2023-01-11,Silver,4GB,128GB
233,AirPods,AirPods 4,Reliance Digital,320343,257125,19.73,4.2,43713,Pre-order,Diwali Sale,Refurbished,2024-04-25,White,8GB,128GB
234,AirPods,AirPods 4,Croma,216660,160090,26.11,4.7,5471,Low Stock,Big Billion Days,Refurbished,2025-12-18,Black,36GB,128GB
235,AirPods,AirPods 4,Flipkart,336932,283733,15.79,4.2,28568,In Stock,Diwali Sale,New,2025-02-18,White,16GB,128GB
236,AirPods,AirPods 4,Reliance Digital,213859,207248,3.09,4.9,9684,Out of Stock,Republic Day Sale,New,2024-04-18,Titanium,36GB,512GB
237,AirPods,AirPods 4,Amazon,339556,311236,8.34,4.7,14812,Low Stock,No Sale,New,2025-01-26,Blue,16GB,128GB
238,AirPods,AirPods 4,Amazon,341166,303773,10.96,4.5,46888,In Stock,Big Billion Days,Refurbished,2025-03-18,Blue,36GB,1TB
239,AirPods,AirPods 4,Croma,160818,120164,25.28,4.7,22773,Pre-order,Republic Day Sale,Refurbished,2023-06-16,Silver,16GB,1TB
240,AirPods,AirPods 4,Amazon,25071,20956,16.41,4.6,22839,Pre-order,Republic Day Sale,Refurbished,2024-05-01,Purple,24GB,256GB
241,AirPods,AirPods 4,Flipkart,339741,260437,23.34,4.1,1003,Low Stock,Great Indian Festival,Refurbished,2025-02-21,Green,8GB,512GB
242,AirPods,AirPods 4,Croma,60923,48803,19.89,4.2,49798,Pre-order,Republic Day Sale,Refurbished,2025-04-03,Titanium,4GB,256GB
243,AirPods,AirPods 4,Croma,51967,40869,21.36,4.6,23064,Pre-order,Republic Day Sale,Refurbished,2023-11-10,Green,4GB,256GB
244,AirPods,AirPods 4,Croma,11276,10285,8.78,4.5,5066,Pre-order,Republic Day Sale,New,2024-05-29,Titanium,4GB,1TB
245,AirPods,AirPods 4,Croma,69336,56990,17.81,4.5,24101,Low Stock,Big Billion Days,New,2023-05-30,Midnight,6GB,1TB
246,AirPods,AirPods 4,Croma,288455,240291,16.7,4.5,32051,In Stock,Big Billion Days,Refurbished,2024-09-20,Pink,24GB,128GB
247,AirPods,AirPods 4,Croma,314786,283243,10.02,4.7,31132,Low Stock,Big Billion Days,Refurbished,2025-08-18,White,36GB,256GB
248,AirPods,AirPods 4,Flipkart,67859,53641,20.95,4.9,47042,Pre-order,Republic Day Sale,New,2026-11-12,Silver,6GB,256GB
249,AirPods,AirPods 4,Reliance Digital,333654,325526,2.44,4.9,38808,Low Stock,Republic Day Sale,New,2025-02-07,White,24GB,1TB
250,AirPods,AirPods 4,Croma,187917,143665,23.55,4.4,36318,In Stock,No Sale,New,2024-11-26,Purple,24GB,512GB
251,AirPods,AirPods 4,Amazon,228449,168676,26.16,4.7,13317,Out of Stock,No Sale,Refurbished,2025-08-01,Titanium,24GB,128GB
252,AirPods,AirPods 4,Amazon,251909,238940,5.15,4.5,46725,Pre-order,Diwali Sale,New,2025-05-13,Titanium,4GB,128GB
253,AirPods,AirPods 4,Reliance Digital,271907,270449,0.54,4.8,20496,Pre-order,Great Indian Festival,New,2023-12-10,White,36GB,256GB
254,AirPods,AirPods 4,Amazon,247732,190842,22.96,4.8,39004,Out of Stock,Great Indian Festival,New,2025-08-23,Gold,36GB,512GB
255,AirPods,AirPods 4,Amazon,90597,89273,1.46,4.5,5707,In Stock,Republic Day Sale,New,2026-12-06,White,36GB,128GB
256,AirPods,AirPods 4,Reliance Digital,21229,17963,15.38,4.2,43706,In Stock,Great Indian Festival,New,2024-05-25,Black,4GB,128GB
257,AirPods,AirPods 4,Reliance Digital,97236,80517,17.19,4.9,28097,Pre-order,Big Billion Days,Refurbished,2025-12-18,Green,24GB,256GB
258,AirPods,AirPods 4,Croma,160799,136299,15.24,4.3,28759,Low Stock,Big Billion Days,New,2026-07-25,Pink,36GB,512GB
259,AirPods,AirPods 4,Amazon,230854,183819,20.37,4.0,40665,In Stock,Republic Day Sale,Refurbished,2026-02-18,Silver,36GB,128GB
260,AirPods,AirPods 4,Croma,147088,130121,11.54,4.5,20734,In Stock,Big Billion Days,Refurbished,2024-12-22,Silver,6GB,256GB
261,AirPods,AirPods 4,Amazon,95510,80063,16.17,4.6,47010,Out of Stock,Diwali Sale,Refurbished,2025-03-26,Purple,36GB,256GB
262,AirPods,AirPods 4,Flipkart,337518,298363,11.6,4.8,39512,Low Stock,Great Indian Festival,New,2025-01-03,Silver,8GB,1TB
263,AirPods,AirPods 4,Croma,105055,73738,29.81,4.9,5983,In Stock,Big Billion Days,New,2024-02-12,Blue,16GB,1TB
264,AirPods,AirPods 4,Amazon,308064,224413,27.15,4.2,1714,In Stock,Great Indian Festival,New,2026-02-12,Silver,16GB,256GB
265,AirPods,AirPods 4,Reliance Digital,158703,130503,17.77,4.4,9899,In Stock,Republic Day Sale,New,2025-06-01,Purple,8GB,1TB
266,AirPods,AirPods 4,Amazon,147427,127991,13.18,4.7,24304,In Stock,Republic Day Sale,New,2025-06-27,Silver,24GB,512GB
267,AirPods,AirPods 4,Amazon,152348,117509,22.87,4.8,44471,In Stock,Great Indian Festival,Refurbished,2025-10-18,Blue,4GB,512GB
268,AirPods,AirPods 4,Croma,212383,172163,18.94,4.3,47516,Low Stock,Republic Day Sale,New,2026-12-06,Blue,6GB,512GB
269,AirPods,AirPods 4,Amazon,273498,229602,16.05,5.0,37072,Out of Stock,Diwali Sale,New,2024-10-17,Silver,4GB,512GB
270,AirPods,AirPods 4,Croma,245161,238103,2.88,4.9,28054,In Stock,Great Indian Festival,New,2023-07-26,Green,8GB,1TB
271,AirPods,AirPods 4,Amazon,144902,108948,24.81,4.3,10211,In Stock,No Sale,New,2023-11-29,Midnight,4GB,256GB
272,AirPods,AirPods 4,Amazon,184928,172202,6.88,4.7,45950,Low Stock,Republic Day Sale,Refurbished,2023-10-22,Green,6GB,128GB
273,AirPods,AirPods 4,Flipkart,113252,92697,18.15,5.0,20778,Out of Stock,Big Billion Days,New,2024-03-24,Space Gray,16GB,1TB
274,AirPods,AirPods 4,Amazon,286984,267277,6.87,4.3,20717,Pre-order,No Sale,Refurbished,2025-01-13,Midnight,4GB,512GB
275,AirPods,AirPods 4,Amazon,82184,81521,0.81,4.9,49324,In Stock,Big Billion Days,New,2023-08-23,White,8GB,1TB
276,AirPods,AirPods 4,Flipkart,299543,285994,4.52,4.7,42372,In Stock,Diwali Sale,Refurbished,2026-09-18,Pink,24GB,1TB
277,AirPods,AirPods 4,Flipkart,227865,165180,27.51,4.6,36685,Low Stock,Big Billion Days,Refurbished,2026-03-19,Silver,8GB,512GB
278,AirPods,AirPods 4,Reliance Digital,314987,286277,9.11,4.9,43572,Out of Stock,Republic Day Sale,Refurbished,2023-09-11,Silver,4GB,128GB
279,AirPods,AirPods 4,Amazon,96214,88444,8.08,4.6,45505,In Stock,Great Indian Festival,Refurbished,2025-08-02,Green,24GB,256GB
280,AirPods,AirPods 4,Flipkart,222363,174843,21.37,5.0,29101,Pre-order,Great Indian Festival,Refurbished,2026-12-02,Gold,16GB,512GB
281,AirPods,AirPods 4,Flipkart,315990,299079,5.35,4.2,43212,In Stock,Great Indian Festival,New,2023-05-07,Green,16GB,128GB
282,AirPods,AirPods 4,Reliance Digital,310735,292686,5.81,4.9,20596,Pre-order,No Sale,New,2024-12-25,Pink,8GB,1TB
283,AirPods,AirPods 4,Flipkart,255873,182836,28.54,4.3,49393,Out of Stock,No Sale,Refurbished,2025-03-21,Midnight,24GB,128GB
284,AirPods,AirPods 4,Amazon,293354,251834,14.15,4.9,23392,Low Stock,Great Indian Festival,Refurbished,2024-09-07,Blue,24GB,512GB
285,AirPods,AirPods 4,Reliance Digital,30521,22016,27.87,4.2,21880,Out of Stock,Great Indian Festival,Refurbished,2024-05-01,Black,4GB,256GB
286,AirPods,AirPods 4,Reliance Digital,115724,106213,8.22,4.5,40597,Low Stock,No Sale,Refurbished,2026-08-09,Black,36GB,1TB
287,AirPods,AirPods 4,Amazon,37777,27628,26.86,4.1,20602,Low Stock,Diwali Sale,Refurbished,2024-03-07,Blue,24GB,1TB
288,AirPods,AirPods 4,Amazon,306596,295926,3.48,4.3,13912,In Stock,No Sale,Refurbished,2024-03-07,Silver,24GB,256GB
289,AirPods,AirPods 4,Amazon,207350,196461,5.25,4.9,1943,In Stock,Diwali Sale,Refurbished,2026-08-13,Pink,4GB,256GB
290,AirPods,AirPods 4,Reliance Digital,132217,111466,15.69,4.4,8826,Pre-order,Diwali Sale,Refurbished,2024-09-19,Gold,16GB,128GB
291,AirPods,AirPods 4,Croma,43205,33578,22.28,4.3,10843,Low Stock,No Sale,New,2025-11-03,Titanium,6GB,128GB
292,AirPods,AirPods 4,Amazon,234662,193339,17.61,4.6,17581,Low Stock,Big Billion Days,Refurbished,2025-09-26,White,6GB,256GB
293,AirPods,AirPods 4,Flipkart,116353,111659,4.03,4.1,49833,Out of Stock,Great Indian Festival,Refurbished,2025-08-14,Green,6GB,1TB
294,AirPods,AirPods 4,Flipkart,193705,145362,24.96,4.9,45446,In Stock,No Sale,Refurbished,2026-08-10,Gold,24GB,256GB
295,AirPods,AirPods 4,Flipkart,257430,234420,8.94,4.6,30598,Pre-order,Diwali Sale,New,2026-05-31,Blue,16GB,128GB
296,AirPods,AirPods 4,Reliance Digital,266017,260852,1.94,4.6,31966,In Stock,Big Billion Days,Refurbished,2026-09-11,Purple,4GB,128GB
297,AirPods,AirPods 4,Flipkart,24181,22819,5.63,4.7,37347,Pre-order,Diwali Sale,Refurbished,2026-10-16,Pink,36GB,256GB
298,AirPods,AirPods 4,Amazon,189759,187050,1.43,4.7,33577,Out of Stock,Diwali Sale,New,2024-08-17,Green,16GB,1TB
299,AirPods,AirPods 4,Amazon,24266,23440,3.4,4.2,30486,Out of Stock,No Sale,Refurbished,2025-12-28,Black,8GB,512GB
300,AirPods,AirPods 4,Flipkart,280966,242643,13.64,4.7,40146,Low Stock,Big Billion Days,New,2026-10-11,Space Gray,24GB,256GB
301,AirPods,AirPods 4,Flipkart,314529,264051,16.05,4.7,43110,Out of Stock,Great Indian Festival,New,2024-02-14,Midnight,36GB,256GB
302,AirPods,AirPods 4,Reliance Digital,297010,214552,27.76,5.0,33117,Low Stock,Diwali Sale,New,2024-05-25,Green,36GB,512GB
303,AirPods,AirPods 4,Amazon,18968,18210,3.99,4.7,44022,Pre-order,Great Indian Festival,Refurbished,2026-08-28,Purple,36GB,512GB
304,AirPods,AirPods 4,Croma,233071,200197,14.1,4.4,35431,Low Stock,Great Indian Festival,Refurbished,2023-07-29,Green,8GB,1TB
305,AirPods,AirPods 4,Amazon,37630,29619,21.29,4.5,31373,Out of Stock,Diwali Sale,New,2023-12-15,Green,16GB,256GB
306,AirPods,AirPods 4,Amazon,17268,15339,11.17,5.0,21183,Low Stock,Big Billion Days,Refurbished,2024-10-12,Silver,8GB,1TB
307,AirPods,AirPods 4,Flipkart,24136,18769,22.23,4.2,45907,Out of Stock,Great Indian Festival,Refurbished,2024-02-10,Green,36GB,512GB
308,AirPods,AirPods 4,Flipkart,208849,164219,21.37,4.4,6275,Pre-order,Diwali Sale,Refurbished,2026-10-15,Purple,24GB,256GB
309,AirPods,AirPods 4,Reliance Digital,141210,105216,25.49,4.9,29449,Out of Stock,Republic Day Sale,New,2024-08-29,Purple,36GB,128GB
310,AirPods,AirPods 4,Flipkart,222726,203660,8.56,4.8,45087,Low Stock,Diwali Sale,Refurbished,2024-07-24,Black,36GB,512GB
311,AirPods,AirPods 4,Croma,154418,146244,5.29,4.9,265,Out of Stock,Great Indian Festival,Refurbished,2025-02-04,Green,8GB,1TB
312,AirPods,AirPods 4,Flipkart,268646,217445,19.06,5.0,19074,In Stock,Diwali Sale,New,2023-09-08,Green,6GB,1TB
313,AirPods,AirPods 4,Amazon,333605,317657,4.78,4.3,45389,Pre-order,Diwali Sale,New,2026-11-28,Titanium,36GB,256GB
314,AirPods,AirPods 4,Amazon,62561,48258,22.86,4.1,18576,Low Stock,Great Indian Festival,New,2026-02-13,Gold,16GB,128GB
315,AirPods,AirPods 4,Reliance Digital,325294,236093,27.42,4.5,45457,Out of Stock,Great Indian Festival,Refurbished,2026-04-19,White,4GB,1TB
316,AirPods,AirPods 4,Amazon,318278,247632,22.2,4.4,22932,Low Stock,Republic Day Sale,New,2025-09-14,Purple,6GB,256GB
317,AirPods,AirPods 4,Flipkart,237016,172694,27.14,4.6,26038,Pre-order,Diwali Sale,New,2023-09-06,Space Gray,8GB,128GB
318,AirPods,AirPods 4,Flipkart,297710,246698,17.13,5.0,19817,Out of Stock,Republic Day Sale,New,2026-08-23,Purple,8GB,256GB
319,AirPods,AirPods 4,Flipkart,108358,105566,2.58,4.3,29353,In Stock,Great Indian Festival,Refurbished,2025-03-31,Silver,6GB,512GB
320,AirPods,AirPods 4,Reliance Digital,149970,127377,15.06,4.1,1668,Out of Stock,Big Billion Days,Refurbished,2026-06-03,Gold,24GB,128GB
321,AirPods,AirPods 4,Amazon,186216,169747,8.84,4.4,47253,Out of Stock,No Sale,New,2023-10-02,Purple,6GB,1TB
322,AirPods,AirPods 4,Flipkart,89223,65058,27.08,4.6,47608,Pre-order,No Sale,New,2023-07-20,Midnight,16GB,128GB
323,AirPods,AirPods 4,Amazon,136210,105616,22.46,4.3,19359,In Stock,Republic Day Sale,Refurbished,2026-12-26,Silver,16GB,1TB
324,AirPods,AirPods 4,Flipkart,10261,7356,28.31,4.3,6021,Pre-order,Republic Day Sale,Refurbished,2025-09-19,Silver,8GB,256GB
325,AirPods,AirPods 4,Amazon,292524,209889,28.25,4.8,19713,Pre-order,Republic Day Sale,Refurbished,2025-08-11,Black,24GB,512GB
326,AirPods,AirPods 4,Croma,131186,102399,21.94,4.5,10097,In Stock,No Sale,Refurbished,2023-10-19,White,6GB,256GB
327,AirPods,AirPods 4,Reliance Digital,319016,227249,28.77,4.5,44722,Pre-order,Great Indian Festival,New,2025-08-09,White,6GB,128GB
328,AirPods,AirPods 4,Croma,238933,186444,21.97,4.8,43243,In Stock,No Sale,New,2024-11-24,Pink,24GB,1TB
329,AirPods,AirPods 4,Flipkart,276785,203101,26.62,4.6,27886,Pre-order,Diwali Sale,Refurbished,2025-01-03,Silver,6GB,1TB
330,AirPods,AirPods 4,Reliance Digital,98550,91572,7.08,4.9,18223,In Stock,Diwali Sale,New,2023-02-03,Purple,8GB,1TB
331,AirPods,AirPods 4,Flipkart,223664,168265,24.77,4.7,45033,Pre-order,Great Indian Festival,Refurbished,2026-07-14,Green,8GB,128GB
332,AirPods,AirPods 4,Croma,69800,66328,4.97,4.4,42148,Pre-order,Big Billion Days,New,2026-10-15,Space Gray,8GB,128GB
333,AirPods,AirPods 4,Reliance Digital,107547,105098,2.28,4.9,3097,In Stock,Diwali Sale,Refurbished,2026-10-08,Black,8GB,128GB
334,AirPods,AirPods 4,Amazon,26298,21262,19.15,4.5,39596,Low Stock,Republic Day Sale,New,2024-04-30,Space Gray,24GB,128GB
335,AirPods,AirPods 4,Amazon,275188,214913,21.9,4.6,13484,In Stock,Republic Day Sale,Refurbished,2023-10-13,Green,4GB,256GB
336,AirPods,AirPods 4,Amazon,256736,182265,29.01,4.9,41493,Pre-order,Diwali Sale,Refurbished,2024-08-30,White,16GB,128GB
337,AirPods,AirPods 4,Flipkart,335175,325140,2.99,4.3,21491,Out of Stock,No Sale,Refurbished,2025-02-18,Green,16GB,256GB
338,AirPods,AirPods 4,Reliance Digital,281429,201967,28.24,4.4,774,Pre-order,Great Indian Festival,Refurbished,2023-08-25,Silver,4GB,128GB
339,AirPods,AirPods 4,Reliance Digital,228701,213731,6.55,4.1,20831,In Stock,Republic Day Sale,Refurbished,2025-12-19,Space Gray,16GB,512GB
340,AirPods,AirPods 4,Amazon,175387,154523,11.9,4.9,2979,Pre-order,Great Indian Festival,Refurbished,2024-01-22,Pink,16GB,1TB
341,AirPods,AirPods 4,Amazon,77224,59336,23.16,4.1,8918,Pre-order,Big Billion Days,New,2026-09-19,Silver,4GB,1TB
342,AirPods,AirPods 4,Croma,39648,28270,28.7,4.1,3715,Pre-order,Great Indian Festival,New,2025-08-02,Blue,8GB,512GB
343,AirPods,AirPods 4,Reliance Digital,62187,52306,15.89,4.9,9970,Out of Stock,Great Indian Festival,Refurbished,2026-08-21,Midnight,4GB,256GB
344,AirPods,AirPods 4,Flipkart,26228,25609,2.36,4.4,10391,In Stock,Great Indian Festival,Refurbished,2024-08-26,Black,6GB,256GB
345,AirPods,AirPods 4,Flipkart,214360,168448,21.42,4.6,24915,Out of Stock,Diwali Sale,Refurbished,2025-01-08,Silver,8GB,512GB
346,AirPods,AirPods 4,Flipkart,297832,235235,21.02,4.1,49076,In Stock,Great Indian Festival,Refurbished,2026-04-16,Space Gray,36GB,1TB
347,AirPods,AirPods 4,Amazon,315021,308748,1.99,4.6,35105,Low Stock,Republic Day Sale,New,2024-03-16,Titanium,36GB,128GB
348,AirPods,AirPods 4,Flipkart,229184,203321,11.28,4.6,40235,Pre-order,Great Indian Festival,Refurbished,2023-06-10,White,16GB,1TB
349,AirPods,AirPods 4,Amazon,245360,223612,8.86,4.5,30410,Pre-order,No Sale,New,2024-09-11,Purple,4GB,256GB
350,AirPods,AirPods 4,Reliance Digital,191991,160559,16.37,4.4,29870,In Stock,Great Indian Festival,Refurbished,2024-03-10,Silver,4GB,1TB
351,AirPods,AirPods 4,Flipkart,136593,111622,18.28,4.1,21545,Out of Stock,No Sale,Refurbished,2023-05-02,Purple,16GB,256GB
352,AirPods,AirPods 4,Reliance Digital,233570,205839,11.87,4.4,21927,Low Stock,Republic Day Sale,New,2026-09-14,Purple,6GB,1TB
353,AirPods,AirPods 4,Croma,172062,157570,8.42,4.4,20657,Pre-order,No Sale,New,2024-08-26,Midnight,6GB,1TB
354,AirPods,AirPods 4,Croma,139364,119201,14.47,4.2,49112,Pre-order,Great Indian Festival,New,2024-12-18,Purple,16GB,256GB
355,AirPods,AirPods 4,Croma,231835,193705,16.45,4.6,12186,Low Stock,Republic Day Sale,Refurbished,2023-08-05,Blue,16GB,256GB
356,AirPods,AirPods 4,Flipkart,67837,66789,1.54,4.1,3493,Low Stock,Big Billion Days,Refurbished,2025-04-20,Titanium,36GB,256GB
357,AirPods,AirPods 4,Reliance Digital,115674,105766,8.57,4.2,16156,Pre-order,Big Billion Days,Refurbished,2025-05-04,Green,4GB,128GB
358,AirPods,AirPods 4,Amazon,27164,24834,8.57,4.0,49373,In Stock,No Sale,New,2023-03-13,Purple,24GB,256GB
359,AirPods,AirPods 4,Flipkart,89440,82277,8.01,4.2,23137,Out of Stock,Big Billion Days,New,2024-03-16,Midnight,36GB,128GB
360,AirPods,AirPods 4,Reliance Digital,151132,135649,10.24,4.0,33295,Out of Stock,Republic Day Sale,Refurbished,2023-01-11,Pink,36GB,128GB
361,AirPods,AirPods Max,Flipkart,343690,331147,3.65,4.6,41922,In Stock,Big Billion Days,New,2024-05-26,Purple,4GB,256GB
362,AirPods,AirPods Max,Flipkart,240344,225887,6.01,5.0,24270,Pre-order,No Sale,New,2023-11-15,Purple,16GB,256GB
363,AirPods,AirPods Max,Flipkart,251141,237619,5.38,4.7,42729,Low Stock,No Sale,New,2023-01-25,Purple,16GB,512GB
364,AirPods,AirPods Max,Croma,157951,139955,11.39,4.1,42482,Low Stock,Big Billion Days,New,2025-11-25,Black,36GB,1TB
365,AirPods,AirPods Max,Flipkart,128012,118748,7.24,4.0,48730,In Stock,Republic Day Sale,Refurbished,2026-03-02,Black,4GB,1TB
366,AirPods,AirPods Max,Amazon,167556,124756,25.54,4.0,42968,In Stock,Diwali Sale,Refurbished,2026-09-21,Silver,8GB,1TB
367,AirPods,AirPods Max,Amazon,190451,166084,12.79,5.0,18381,Out of Stock,No Sale,New,2026-03-10,Green,4GB,128GB
368,AirPods,AirPods Max,Amazon,283176,202652,28.44,4.8,999,In Stock,No Sale,New,2026-11-17,Purple,24GB,128GB
